x,y,vx,vy,paddle_user.y
293,297,3,3,71
296,300,3,3,71
299,303,3,3,71
302,306,3,3,71
305,309,3,3,71
308,312,3,3,71
311,315,3,3,71
314,318,3,3,71
317,321,3,3,71
320,324,3,3,71
323,327,3,3,71
326,330,3,3,71
329,333,3,3,76
332,336,3,3,76
335,339,3,3,80
338,342,3,3,85
341,345,3,3,88
344,348,3,3,88
347,351,3,3,91
350,354,3,3,93
353,357,3,3,93
356,360,3,3,96
359,363,3,3,96
362,366,3,3,98
365,369,3,3,100
368,372,3,3,100
371,375,3,3,102
374,378,3,3,104
377,381,3,3,106
380,384,3,3,108
383,387,3,3,108
386,390,3,3,111
389,393,3,3,113
392,396,3,3,114
395,399,3,3,114
398,402,3,3,116
401,405,3,3,119
404,408,3,3,119
407,411,3,3,121
410,414,3,3,124
413,417,3,3,129
416,420,3,3,135
419,423,3,3,135
422,426,3,3,142
425,429,3,3,146
428,432,3,3,151
431,435,3,3,155
434,438,3,3,155
437,441,3,3,159
440,444,3,3,162
443,447,3,3,165
446,450,3,3,165
449,453,3,3,168
452,456,3,3,171
455,459,3,3,173
458,462,3,3,175
461,465,3,3,178
464,468,3,3,178
467,471,3,3,180
470,474,3,3,182
473,477,3,3,184
476,480,3,3,187
479,483,3,3,188
482,486,3,3,188
485,489,3,3,190
488,492,3,3,191
491,495,3,3,191
494,498,3,3,192
497,501,3,3,192
500,504,3,3,193
503,507,3,3,193
506,510,3,3,194
509,513,3,3,195
512,516,3,3,196
515,519,3,3,196
518,522,3,3,198
521,525,3,3,200
524,528,3,3,201
527,531,3,3,201
530,534,3,3,202
533,537,3,3,202
536,540,3,3,203
539,543,3,3,203
542,546,3,3,203
545,549,3,3,203
548,552,3,3,203
551,555,3,3,203
554,558,3,3,203
554,558,3,-3,203
557,555,3,-3,203
560,552,3,-3,203
563,549,3,-3,203
566,546,3,-3,203
569,543,3,-3,203
572,540,3,-3,203
575,537,3,-3,203
578,534,3,-3,203
581,531,3,-3,203
584,528,3,-3,203
587,525,3,-3,203
590,522,3,-3,203
593,519,3,-3,203
596,516,3,-3,203
599,513,3,-3,203
602,510,3,-3,203
605,507,3,-3,203
608,504,3,-3,203
611,501,3,-3,203
614,498,3,-3,203
617,495,3,-3,203
620,492,3,-3,203
623,489,3,-3,203
626,486,3,-3,204
629,483,3,-3,205
632,480,3,-3,205
635,477,3,-3,206
638,474,3,-3,206
641,471,3,-3,206
644,468,3,-3,207
647,465,3,-3,207
650,462,3,-3,207
653,459,3,-3,207
656,456,3,-3,208
659,453,3,-3,208
662,450,3,-3,209
665,447,3,-3,209
668,444,3,-3,210
671,441,3,-3,210
674,438,3,-3,210
677,435,3,-3,210
680,432,3,-3,210
683,429,3,-3,210
686,426,3,-3,210
689,423,3,-3,210
692,420,3,-3,210
695,417,3,-3,210
698,414,3,-3,210
701,411,3,-3,210
704,408,3,-3,210
707,405,3,-3,210
710,402,3,-3,210
713,399,3,-3,210
716,396,3,-3,210
719,393,3,-3,210
722,390,3,-3,210
725,387,3,-3,210
728,384,3,-3,211
731,381,3,-3,211
734,378,3,-3,212
737,375,3,-3,213
740,372,3,-3,213
743,369,3,-3,213
746,366,3,-3,214
749,363,3,-3,214
752,360,3,-3,216
755,357,3,-3,216
758,354,3,-3,218
761,351,3,-3,219
764,348,3,-3,221
767,345,3,-3,221
770,342,3,-3,223
773,339,3,-3,225
776,336,3,-3,226
779,333,3,-3,227
782,330,3,-3,227
785,327,3,-3,227
788,324,3,-3,227
791,321,3,-3,227
794,318,3,-3,227
797,315,3,-3,227
800,312,3,-3,227
803,309,3,-3,227
806,306,3,-3,227
809,303,3,-3,228
812,300,3,-3,228
815,297,3,-3,229
818,294,3,-3,229
821,291,3,-3,229
824,288,3,-3,229
827,285,3,-3,229
830,282,3,-3,229
833,279,3,-3,229
836,276,3,-3,229
839,273,3,-3,229
842,270,3,-3,229
845,267,3,-3,229
848,264,3,-3,229
851,261,3,-3,229
854,258,3,-3,229
857,255,3,-3,229
860,252,3,-3,229
863,249,3,-3,229
866,246,3,-3,229
869,243,3,-3,229
872,240,3,-3,229
875,237,3,-3,229
878,234,3,-3,229
881,231,3,-3,229
884,228,3,-3,231
887,225,3,-3,231
890,222,3,-3,231
893,219,3,-3,231
896,216,3,-3,232
899,213,3,-3,232
902,210,3,-3,234
905,207,3,-3,236
908,204,3,-3,238
911,201,3,-3,241
914,198,3,-3,241
917,195,3,-3,245
920,192,3,-3,248
923,189,3,-3,250
926,186,3,-3,252
929,183,3,-3,252
932,180,3,-3,252
935,177,3,-3,252
938,174,3,-3,252
941,171,3,-3,252
944,168,3,-3,252
947,165,3,-3,252
950,162,3,-3,252
953,159,3,-3,252
956,156,3,-3,251
959,153,3,-3,251
962,150,3,-3,251
965,147,3,-3,251
968,144,3,-3,250
971,141,3,-3,250
974,138,3,-3,250
977,135,3,-3,250
980,132,3,-3,250
983,129,3,-3,250
986,126,3,-3,250
989,123,3,-3,250
992,120,3,-3,250
995,117,3,-3,250
998,114,3,-3,250
1001,111,3,-3,250
1004,108,3,-3,250
1007,105,3,-3,250
1010,102,3,-3,250
1013,99,3,-3,250
1016,96,3,-3,250
1019,93,3,-3,250
1022,90,3,-3,250
1025,87,3,-3,250
1028,84,3,-3,250
1031,81,3,-3,250
1034,78,3,-3,250
1037,75,3,-3,250
1040,72,3,-3,250
1043,69,3,-3,250
1046,66,3,-3,250
1049,63,3,-3,250
1052,60,3,-3,250
1055,57,3,-3,250
1058,54,3,-3,250
1061,51,3,-3,250
1064,48,3,-3,250
1067,45,3,-3,250
1070,42,3,-3,250
1070,42,3,3,250
1073,45,3,3,250
1076,48,3,3,250
1079,51,3,3,250
1082,54,3,3,250
1085,57,3,3,250
1088,60,3,3,250
1091,63,3,3,250
1094,66,3,3,250
1097,69,3,3,250
1100,72,3,3,250
1103,75,3,3,250
1106,78,3,3,250
1109,81,3,3,250
1112,84,3,3,250
1115,87,3,3,250
1118,90,3,3,250
1121,93,3,3,250
1124,96,3,3,250
1127,99,3,3,250
1130,102,3,3,250
1133,105,3,3,250
1136,108,3,3,250
1139,111,3,3,250
1142,114,3,3,250
1145,117,3,3,250
1148,120,3,3,250
1151,123,3,3,250
1154,126,3,3,250
1157,129,3,3,250
1160,132,3,3,250
1160,132,-3,3,250
1157,135,-3,3,250
1154,138,-3,3,250
1151,141,-3,3,250
1148,144,-3,3,250
1145,147,-3,3,250
1142,150,-3,3,250
1139,153,-3,3,250
1136,156,-3,3,250
1133,159,-3,3,250
1130,162,-3,3,250
1127,165,-3,3,250
1124,168,-3,3,250
1121,171,-3,3,250
1118,174,-3,3,250
1115,177,-3,3,250
1112,180,-3,3,250
1109,183,-3,3,250
1106,186,-3,3,250
1103,189,-3,3,250
1100,192,-3,3,250
1097,195,-3,3,250
1094,198,-3,3,250
1091,201,-3,3,250
1088,204,-3,3,250
1085,207,-3,3,250
1082,210,-3,3,250
1079,213,-3,3,250
1076,216,-3,3,250
1073,219,-3,3,250
1070,222,-3,3,250
1067,225,-3,3,250
1064,228,-3,3,250
1061,231,-3,3,250
1058,234,-3,3,250
1055,237,-3,3,250
1052,240,-3,3,250
1049,243,-3,3,250
1046,246,-3,3,250
1043,249,-3,3,250
1040,252,-3,3,250
1037,255,-3,3,250
1034,258,-3,3,250
1031,261,-3,3,250
1028,264,-3,3,250
1025,267,-3,3,250
1022,270,-3,3,250
1019,273,-3,3,250
1016,276,-3,3,250
1013,279,-3,3,250
1010,282,-3,3,250
1007,285,-3,3,250
1004,288,-3,3,250
1001,291,-3,3,250
998,294,-3,3,250
995,297,-3,3,250
992,300,-3,3,250
989,303,-3,3,250
986,306,-3,3,250
983,309,-3,3,250
980,312,-3,3,250
977,315,-3,3,250
974,318,-3,3,250
971,321,-3,3,250
968,324,-3,3,250
965,327,-3,3,250
962,330,-3,3,250
959,333,-3,3,250
956,336,-3,3,250
953,339,-3,3,250
950,342,-3,3,250
947,345,-3,3,250
944,348,-3,3,250
941,351,-3,3,250
938,354,-3,3,250
935,357,-3,3,250
932,360,-3,3,250
929,363,-3,3,250
926,366,-3,3,250
923,369,-3,3,250
920,372,-3,3,250
917,375,-3,3,250
914,378,-3,3,250
911,381,-3,3,250
908,384,-3,3,250
905,387,-3,3,250
902,390,-3,3,250
899,393,-3,3,250
896,396,-3,3,250
893,399,-3,3,250
890,402,-3,3,250
887,405,-3,3,250
884,408,-3,3,250
881,411,-3,3,250
878,414,-3,3,250
875,417,-3,3,250
872,420,-3,3,250
869,423,-3,3,250
866,426,-3,3,250
863,429,-3,3,250
860,432,-3,3,250
857,435,-3,3,250
854,438,-3,3,250
851,441,-3,3,250
848,444,-3,3,250
845,447,-3,3,250
842,450,-3,3,250
839,453,-3,3,250
836,456,-3,3,250
833,459,-3,3,250
830,462,-3,3,250
827,465,-3,3,250
824,468,-3,3,250
821,471,-3,3,250
818,474,-3,3,250
815,477,-3,3,250
812,480,-3,3,250
809,483,-3,3,250
806,486,-3,3,250
803,489,-3,3,250
800,492,-3,3,250
797,495,-3,3,250
794,498,-3,3,250
791,501,-3,3,250
788,504,-3,3,250
785,507,-3,3,250
782,510,-3,3,250
779,513,-3,3,250
776,516,-3,3,250
773,519,-3,3,250
770,522,-3,3,250
767,525,-3,3,250
764,528,-3,3,250
761,531,-3,3,250
758,534,-3,3,250
755,537,-3,3,250
752,540,-3,3,250
749,543,-3,3,250
746,546,-3,3,250
743,549,-3,3,250
740,552,-3,3,250
737,555,-3,3,250
734,558,-3,3,250
734,558,-3,-3,250
731,555,-3,-3,250
728,552,-3,-3,250
725,549,-3,-3,250
722,546,-3,-3,250
719,543,-3,-3,250
716,540,-3,-3,250
713,537,-3,-3,250
710,534,-3,-3,250
707,531,-3,-3,250
704,528,-3,-3,250
701,525,-3,-3,250
698,522,-3,-3,250
695,519,-3,-3,250
692,516,-3,-3,250
689,513,-3,-3,250
686,510,-3,-3,250
683,507,-3,-3,250
680,504,-3,-3,250
677,501,-3,-3,250
674,498,-3,-3,250
671,495,-3,-3,250
668,492,-3,-3,250
665,489,-3,-3,250
662,486,-3,-3,250
659,483,-3,-3,250
656,480,-3,-3,250
653,477,-3,-3,250
650,474,-3,-3,250
647,471,-3,-3,250
644,468,-3,-3,250
641,465,-3,-3,250
638,462,-3,-3,250
635,459,-3,-3,250
632,456,-3,-3,250
629,453,-3,-3,250
626,450,-3,-3,250
623,447,-3,-3,250
620,444,-3,-3,250
617,441,-3,-3,250
614,438,-3,-3,250
611,435,-3,-3,250
608,432,-3,-3,250
605,429,-3,-3,250
602,426,-3,-3,250
599,423,-3,-3,250
596,420,-3,-3,250
593,417,-3,-3,250
590,414,-3,-3,250
587,411,-3,-3,250
584,408,-3,-3,250
581,405,-3,-3,250
578,402,-3,-3,250
575,399,-3,-3,250
572,396,-3,-3,250
569,393,-3,-3,250
566,390,-3,-3,250
563,387,-3,-3,250
560,384,-3,-3,250
557,381,-3,-3,250
554,378,-3,-3,250
551,375,-3,-3,250
548,372,-3,-3,250
545,369,-3,-3,250
542,366,-3,-3,250
539,363,-3,-3,250
536,360,-3,-3,250
533,357,-3,-3,250
530,354,-3,-3,250
527,351,-3,-3,250
524,348,-3,-3,250
521,345,-3,-3,250
518,342,-3,-3,250
515,339,-3,-3,250
512,336,-3,-3,250
509,333,-3,-3,250
506,330,-3,-3,250
503,327,-3,-3,250
500,324,-3,-3,250
497,321,-3,-3,250
494,318,-3,-3,250
491,315,-3,-3,250
488,312,-3,-3,250
485,309,-3,-3,250
482,306,-3,-3,250
479,303,-3,-3,250
476,300,-3,-3,250
473,297,-3,-3,250
470,294,-3,-3,250
467,291,-3,-3,250
464,288,-3,-3,250
461,285,-3,-3,250
458,282,-3,-3,250
455,279,-3,-3,250
452,276,-3,-3,250
449,273,-3,-3,250
446,270,-3,-3,250
443,267,-3,-3,250
440,264,-3,-3,250
437,261,-3,-3,250
434,258,-3,-3,250
431,255,-3,-3,250
428,252,-3,-3,250
425,249,-3,-3,250
422,246,-3,-3,250
419,243,-3,-3,250
416,240,-3,-3,250
413,237,-3,-3,250
410,234,-3,-3,250
407,231,-3,-3,250
404,228,-3,-3,250
401,225,-3,-3,250
398,222,-3,-3,250
395,219,-3,-3,250
392,216,-3,-3,250
389,213,-3,-3,250
386,210,-3,-3,250
383,207,-3,-3,250
380,204,-3,-3,250
377,201,-3,-3,250
374,198,-3,-3,250
371,195,-3,-3,250
368,192,-3,-3,250
365,189,-3,-3,250
362,186,-3,-3,250
359,183,-3,-3,250
356,180,-3,-3,250
353,177,-3,-3,250
350,174,-3,-3,250
347,171,-3,-3,250
344,168,-3,-3,250
341,165,-3,-3,250
338,162,-3,-3,250
335,159,-3,-3,250
332,156,-3,-3,250
329,153,-3,-3,250
326,150,-3,-3,250
323,147,-3,-3,250
320,144,-3,-3,250
317,141,-3,-3,250
314,138,-3,-3,250
311,135,-3,-3,250
308,132,-3,-3,250
305,129,-3,-3,250
302,126,-3,-3,250
299,123,-3,-3,250
296,120,-3,-3,250
293,117,-3,-3,250
290,114,-3,-3,250
287,111,-3,-3,250
284,108,-3,-3,250
281,105,-3,-3,250
278,102,-3,-3,250
275,99,-3,-3,250
272,96,-3,-3,250
269,93,-3,-3,250
266,90,-3,-3,250
263,87,-3,-3,250
260,84,-3,-3,250
257,81,-3,-3,250
254,78,-3,-3,250
251,75,-3,-3,250
248,72,-3,-3,250
245,69,-3,-3,250
242,66,-3,-3,250
239,63,-3,-3,250
236,60,-3,-3,250
233,57,-3,-3,250
230,54,-3,-3,250
227,51,-3,-3,250
224,48,-3,-3,250
221,45,-3,-3,250
218,42,-3,-3,250
218,42,-3,3,250
215,45,-3,3,250
212,48,-3,3,250
209,51,-3,3,250
206,54,-3,3,250
203,57,-3,3,250
200,60,-3,3,250
197,63,-3,3,250
194,66,-3,3,250
191,69,-3,3,250
188,72,-3,3,250
185,75,-3,3,250
182,78,-3,3,250
179,81,-3,3,250
176,84,-3,3,250
173,87,-3,3,250
170,90,-3,3,250
167,93,-3,3,250
164,96,-3,3,250
161,99,-3,3,250
158,102,-3,3,250
155,105,-3,3,250
152,108,-3,3,250
149,111,-3,3,250
146,114,-3,3,250
143,117,-3,3,250
140,120,-3,3,250
137,123,-3,3,250
134,126,-3,3,250
131,129,-3,3,250
128,132,-3,3,250
125,135,-3,3,250
122,138,-3,3,250
119,141,-3,3,250
116,144,-3,3,250
113,147,-3,3,250
110,150,-3,3,250
107,153,-3,3,250
104,156,-3,3,250
101,159,-3,3,250
98,162,-3,3,250
95,165,-3,3,250
92,168,-3,3,250
89,171,-3,3,250
86,174,-3,3,250
83,177,-3,3,250
80,180,-3,3,250
77,183,-3,3,250
74,186,-3,3,250
71,189,-3,3,250
68,192,-3,3,250
65,195,-3,3,250
62,198,-3,3,250
59,201,-3,3,250
56,204,-3,3,250
53,207,-3,3,250
50,210,-3,3,250
47,213,-3,3,250
44,216,-3,3,250
41,219,-3,3,250
41,219,3,3,250
44,222,3,3,250
47,225,3,3,250
50,228,3,3,250
53,231,3,3,250
56,234,3,3,250
59,237,3,3,250
62,240,3,3,250
65,243,3,3,250
68,246,3,3,250
71,249,3,3,250
74,252,3,3,250
77,255,3,3,250
80,258,3,3,250
83,261,3,3,250
86,264,3,3,250
89,267,3,3,250
92,270,3,3,250
95,273,3,3,250
98,276,3,3,250
101,279,3,3,250
104,282,3,3,250
107,285,3,3,250
110,288,3,3,250
113,291,3,3,250
116,294,3,3,250
119,297,3,3,250
122,300,3,3,250
125,303,3,3,250
128,306,3,3,250
131,309,3,3,250
134,312,3,3,250
137,315,3,3,250
140,318,3,3,250
143,321,3,3,250
146,324,3,3,250
149,327,3,3,250
152,330,3,3,250
155,333,3,3,250
158,336,3,3,250
161,339,3,3,250
164,342,3,3,250
167,345,3,3,250
170,348,3,3,250
173,351,3,3,250
176,354,3,3,250
179,357,3,3,250
182,360,3,3,250
185,363,3,3,250
188,366,3,3,250
191,369,3,3,250
194,372,3,3,250
197,375,3,3,250
200,378,3,3,250
203,381,3,3,250
206,384,3,3,250
209,387,3,3,250
212,390,3,3,250
215,393,3,3,250
218,396,3,3,250
221,399,3,3,250
224,402,3,3,250
227,405,3,3,250
230,408,3,3,250
233,411,3,3,250
236,414,3,3,250
239,417,3,3,250
242,420,3,3,250
245,423,3,3,250
248,426,3,3,250
251,429,3,3,250
254,432,3,3,250
257,435,3,3,250
260,438,3,3,251
263,441,3,3,253
266,444,3,3,253
269,447,3,3,265
272,450,3,3,265
275,453,3,3,270
278,456,3,3,275
281,459,3,3,275
284,462,3,3,282
287,465,3,3,287
290,468,3,3,293
293,471,3,3,293
296,474,3,3,299
299,477,3,3,304
302,480,3,3,309
305,483,3,3,309
308,486,3,3,312
311,489,3,3,315
314,492,3,3,318
317,495,3,3,321
320,498,3,3,321
323,501,3,3,324
326,504,3,3,326
329,507,3,3,328
332,510,3,3,328
335,513,3,3,330
338,516,3,3,331
341,519,3,3,332
344,522,3,3,332
347,525,3,3,333
350,528,3,3,335
353,531,3,3,336
356,534,3,3,338
359,537,3,3,338
362,540,3,3,340
365,543,3,3,342
368,546,3,3,344
371,549,3,3,344
374,552,3,3,346
377,555,3,3,348
380,558,3,3,349
380,558,3,-3,349
383,555,3,-3,351
386,552,3,-3,352
389,549,3,-3,353
392,546,3,-3,353
395,543,3,-3,356
398,540,3,-3,356
401,537,3,-3,357
404,534,3,-3,359
407,531,3,-3,361
410,528,3,-3,361
413,525,3,-3,361
416,522,3,-3,362
419,519,3,-3,362
422,516,3,-3,362
425,513,3,-3,363
428,510,3,-3,363
431,507,3,-3,363
434,504,3,-3,363
437,501,3,-3,363
440,498,3,-3,363
443,495,3,-3,363
446,492,3,-3,363
449,489,3,-3,363
452,486,3,-3,363
455,483,3,-3,363
458,480,3,-3,363
461,477,3,-3,363
464,474,3,-3,363
467,471,3,-3,363
470,468,3,-3,363
473,465,3,-3,363
476,462,3,-3,363
479,459,3,-3,363
482,456,3,-3,363
485,453,3,-3,363
488,450,3,-3,363
491,447,3,-3,363
494,444,3,-3,363
497,441,3,-3,363
500,438,3,-3,363
503,435,3,-3,363
506,432,3,-3,363
509,429,3,-3,363
512,426,3,-3,363
515,423,3,-3,363
518,420,3,-3,363
521,417,3,-3,363
524,414,3,-3,363
527,411,3,-3,363
530,408,3,-3,363
533,405,3,-3,363
536,402,3,-3,363
539,399,3,-3,363
542,396,3,-3,363
545,393,3,-3,363
548,390,3,-3,363
551,387,3,-3,363
554,384,3,-3,363
557,381,3,-3,363
560,378,3,-3,363
563,375,3,-3,363
566,372,3,-3,363
569,369,3,-3,363
572,366,3,-3,363
575,363,3,-3,363
578,360,3,-3,365
581,357,3,-3,365
584,354,3,-3,367
587,351,3,-3,367
590,348,3,-3,369
593,345,3,-3,371
596,342,3,-3,371
599,339,3,-3,371
602,336,3,-3,373
605,333,3,-3,373
608,330,3,-3,374
611,327,3,-3,375
614,324,3,-3,375
617,321,3,-3,376
620,318,3,-3,376
623,315,3,-3,376
626,312,3,-3,376
629,309,3,-3,376
632,306,3,-3,376
635,303,3,-3,376
638,300,3,-3,376
641,297,3,-3,376
644,294,3,-3,376
647,291,3,-3,376
650,288,3,-3,376
653,285,3,-3,376
656,282,3,-3,376
659,279,3,-3,376
662,276,3,-3,376
665,273,3,-3,376
668,270,3,-3,376
671,267,3,-3,376
674,264,3,-3,376
677,261,3,-3,376
680,258,3,-3,376
683,255,3,-3,376
686,252,3,-3,376
689,249,3,-3,376
692,246,3,-3,376
695,243,3,-3,376
698,240,3,-3,376
701,237,3,-3,376
704,234,3,-3,376
707,231,3,-3,376
710,228,3,-3,376
713,225,3,-3,376
716,222,3,-3,376
719,219,3,-3,376
722,216,3,-3,376
725,213,3,-3,378
728,210,3,-3,380
731,207,3,-3,380
734,204,3,-3,383
737,201,3,-3,385
740,198,3,-3,387
743,195,3,-3,387
746,192,3,-3,387
749,189,3,-3,387
752,186,3,-3,387
755,183,3,-3,387
758,180,3,-3,387
761,177,3,-3,387
764,174,3,-3,387
767,171,3,-3,387
770,168,3,-3,387
773,165,3,-3,387
776,162,3,-3,387
779,159,3,-3,387
782,156,3,-3,387
785,153,3,-3,387
788,150,3,-3,387
791,147,3,-3,387
794,144,3,-3,387
797,141,3,-3,387
800,138,3,-3,387
803,135,3,-3,387
806,132,3,-3,387
809,129,3,-3,387
812,126,3,-3,387
815,123,3,-3,387
818,120,3,-3,387
821,117,3,-3,387
824,114,3,-3,387
827,111,3,-3,388
830,108,3,-3,388
833,105,3,-3,389
836,102,3,-3,390
839,99,3,-3,391
842,96,3,-3,392
845,93,3,-3,393
848,90,3,-3,393
851,87,3,-3,393
854,84,3,-3,394
857,81,3,-3,394
860,78,3,-3,395
863,75,3,-3,395
866,72,3,-3,395
869,69,3,-3,395
872,66,3,-3,395
875,63,3,-3,395
878,60,3,-3,395
881,57,3,-3,395
884,54,3,-3,395
887,51,3,-3,395
890,48,3,-3,395
893,45,3,-3,396
896,42,3,-3,396
896,42,3,3,396
899,45,3,3,396
902,48,3,3,396
905,51,3,3,396
908,54,3,3,396
911,57,3,3,396
914,60,3,3,396
917,63,3,3,396
920,66,3,3,396
923,69,3,3,396
926,72,3,3,396
929,75,3,3,396
932,78,3,3,396
935,81,3,3,396
938,84,3,3,396
941,87,3,3,396
944,90,3,3,396
947,93,3,3,396
950,96,3,3,396
953,99,3,3,396
956,102,3,3,396
959,105,3,3,396
962,108,3,3,396
965,111,3,3,396
968,114,3,3,396
971,117,3,3,396
974,120,3,3,396
977,123,3,3,396
980,126,3,3,396
983,129,3,3,396
986,132,3,3,396
989,135,3,3,396
992,138,3,3,396
995,141,3,3,396
998,144,3,3,396
1001,147,3,3,396
1004,150,3,3,396
1007,153,3,3,396
1010,156,3,3,396
1013,159,3,3,396
1016,162,3,3,396
1019,165,3,3,396
1022,168,3,3,396
1025,171,3,3,396
1028,174,3,3,396
1031,177,3,3,396
1034,180,3,3,396
1037,183,3,3,396
1040,186,3,3,396
1043,189,3,3,396
1046,192,3,3,396
1049,195,3,3,396
1052,198,3,3,396
1055,201,3,3,396
1058,204,3,3,396
1061,207,3,3,396
1064,210,3,3,396
1067,213,3,3,396
1070,216,3,3,396
1073,219,3,3,396
1076,222,3,3,396
1079,225,3,3,396
1082,228,3,3,396
1085,231,3,3,396
1088,234,3,3,396
1091,237,3,3,396
1094,240,3,3,396
1097,243,3,3,396
1100,246,3,3,396
1103,249,3,3,396
1106,252,3,3,396
1109,255,3,3,396
1112,258,3,3,396
1115,261,3,3,396
1118,264,3,3,396
1121,267,3,3,396
1124,270,3,3,396
1127,273,3,3,396
1130,276,3,3,396
1133,279,3,3,396
1136,282,3,3,396
1139,285,3,3,396
1142,288,3,3,396
1145,291,3,3,396
1148,294,3,3,396
1151,297,3,3,396
1154,300,3,3,396
1157,303,3,3,396
1160,306,3,3,396
1160,306,-3,3,396
1157,309,-3,3,396
1154,312,-3,3,396
1151,315,-3,3,396
1148,318,-3,3,396
1145,321,-3,3,396
1142,324,-3,3,396
1139,327,-3,3,396
1136,330,-3,3,396
1133,333,-3,3,396
1130,336,-3,3,396
1127,339,-3,3,396
1124,342,-3,3,396
1121,345,-3,3,396
1118,348,-3,3,396
1115,351,-3,3,396
1112,354,-3,3,396
1109,357,-3,3,396
1106,360,-3,3,396
1103,363,-3,3,396
1100,366,-3,3,396
1097,369,-3,3,396
1094,372,-3,3,396
1091,375,-3,3,396
1088,378,-3,3,396
1085,381,-3,3,396
1082,384,-3,3,396
1079,387,-3,3,396
1076,390,-3,3,396
1073,393,-3,3,396
1070,396,-3,3,396
1067,399,-3,3,396
1064,402,-3,3,396
1061,405,-3,3,396
1058,408,-3,3,396
1055,411,-3,3,396
1052,414,-3,3,396
1049,417,-3,3,396
1046,420,-3,3,396
1043,423,-3,3,396
1040,426,-3,3,396
1037,429,-3,3,396
1034,432,-3,3,396
1031,435,-3,3,396
1028,438,-3,3,396
1025,441,-3,3,396
1022,444,-3,3,396
1019,447,-3,3,396
1016,450,-3,3,396
1013,453,-3,3,396
1010,456,-3,3,396
1007,459,-3,3,396
1004,462,-3,3,396
1001,465,-3,3,396
998,468,-3,3,396
995,471,-3,3,396
992,474,-3,3,396
989,477,-3,3,396
986,480,-3,3,396
983,483,-3,3,396
980,486,-3,3,396
977,489,-3,3,396
974,492,-3,3,396
971,495,-3,3,396
968,498,-3,3,396
965,501,-3,3,396
962,504,-3,3,396
959,507,-3,3,396
956,510,-3,3,396
953,513,-3,3,396
950,516,-3,3,396
947,519,-3,3,396
944,522,-3,3,396
941,525,-3,3,396
938,528,-3,3,396
935,531,-3,3,396
932,534,-3,3,396
929,537,-3,3,396
926,540,-3,3,396
923,543,-3,3,396
920,546,-3,3,396
917,549,-3,3,396
914,552,-3,3,396
911,555,-3,3,396
908,558,-3,3,396
908,558,-3,-3,396
905,555,-3,-3,396
902,552,-3,-3,396
899,549,-3,-3,396
896,546,-3,-3,396
893,543,-3,-3,396
890,540,-3,-3,396
887,537,-3,-3,396
884,534,-3,-3,396
881,531,-3,-3,396
878,528,-3,-3,396
875,525,-3,-3,396
872,522,-3,-3,396
869,519,-3,-3,396
866,516,-3,-3,396
863,513,-3,-3,396
860,510,-3,-3,396
857,507,-3,-3,396
854,504,-3,-3,396
851,501,-3,-3,396
848,498,-3,-3,396
845,495,-3,-3,396
842,492,-3,-3,396
839,489,-3,-3,396
836,486,-3,-3,396
833,483,-3,-3,396
830,480,-3,-3,396
827,477,-3,-3,396
824,474,-3,-3,396
821,471,-3,-3,396
818,468,-3,-3,396
815,465,-3,-3,396
812,462,-3,-3,396
809,459,-3,-3,396
806,456,-3,-3,396
803,453,-3,-3,396
800,450,-3,-3,396
797,447,-3,-3,396
794,444,-3,-3,396
791,441,-3,-3,396
788,438,-3,-3,396
785,435,-3,-3,396
782,432,-3,-3,396
779,429,-3,-3,396
776,426,-3,-3,396
773,423,-3,-3,396
770,420,-3,-3,396
767,417,-3,-3,396
764,414,-3,-3,396
761,411,-3,-3,396
758,408,-3,-3,396
755,405,-3,-3,396
752,402,-3,-3,396
749,399,-3,-3,396
746,396,-3,-3,396
743,393,-3,-3,396
740,390,-3,-3,396
737,387,-3,-3,396
734,384,-3,-3,396
731,381,-3,-3,396
728,378,-3,-3,396
725,375,-3,-3,396
722,372,-3,-3,396
719,369,-3,-3,396
716,366,-3,-3,396
713,363,-3,-3,396
710,360,-3,-3,396
707,357,-3,-3,396
704,354,-3,-3,396
701,351,-3,-3,396
698,348,-3,-3,396
695,345,-3,-3,396
692,342,-3,-3,396
689,339,-3,-3,396
686,336,-3,-3,396
683,333,-3,-3,396
680,330,-3,-3,396
677,327,-3,-3,396
674,324,-3,-3,396
671,321,-3,-3,396
668,318,-3,-3,396
665,315,-3,-3,396
662,312,-3,-3,396
659,309,-3,-3,396
656,306,-3,-3,396
653,303,-3,-3,396
650,300,-3,-3,396
647,297,-3,-3,396
644,294,-3,-3,396
641,291,-3,-3,396
638,288,-3,-3,396
635,285,-3,-3,396
632,282,-3,-3,396
629,279,-3,-3,396
626,276,-3,-3,396
623,273,-3,-3,396
620,270,-3,-3,396
617,267,-3,-3,396
614,264,-3,-3,396
611,261,-3,-3,396
608,258,-3,-3,396
605,255,-3,-3,396
602,252,-3,-3,396
599,249,-3,-3,396
596,246,-3,-3,396
593,243,-3,-3,396
590,240,-3,-3,396
587,237,-3,-3,396
584,234,-3,-3,396
581,231,-3,-3,396
578,228,-3,-3,396
575,225,-3,-3,396
572,222,-3,-3,396
569,219,-3,-3,396
566,216,-3,-3,396
563,213,-3,-3,396
560,210,-3,-3,396
557,207,-3,-3,396
554,204,-3,-3,396
551,201,-3,-3,396
548,198,-3,-3,396
545,195,-3,-3,396
542,192,-3,-3,396
539,189,-3,-3,396
